word,synonyms
αδέσμευτος,"['ελεύθερος', 'ανεμπόδιστος', 'ανεπιτήρητος', 'λυμένος', 'άδετος']"
αβύζαχτος,"['αγαλούχητος', 'αθήλαστος', 'αρώγιστος']"
γαζής,"['γυναικάς', 'γόης', 'κατακτητής', 'Καζανόβας', 'θριαμβευτής', 'κυρίαρχος', 'κόφτης', 'νικητής', 'πορθητής']"
δαπανηρός,"['ακριβός', 'εξηνταβελόνης', 'αρμυρός', 'απροσπέλαστος', 'απρόσιτος', 'καρμίρης', 'κοστιστικός', 'φαρμακείο', 'φιλάργυρος', 'τσιγκούνης', 'σφιχτοχέρης', 'τσουχτερός', 'φωτιά', 'πολυδάπανος', 'πολυέξοδος']"
δαπανώ,"['αναλώνω', 'αναλίσκω', 'καταναλώνω', 'καταξοδεύω', 'καταξοδιάζω', 'ξοδεύω', 'ξοδιάζω']"
βαπόρι,"['καράβι', 'ναυς', 'ναυπήγημα', 'πλεούμενο', 'πλοίο', 'πλωτό']"
δαψιλής,"['γεμάτος', 'ακένωτος', 'ανεξάντλητος', 'ανέσωστος', 'αστείρευτος', 'ατέλειωτος', 'μπερεκετλίδικος', 'μπόλικος', 'άφθονος', 'άσωστος', 'άπλετος', 'περισσός', 'παχυλός', 'πλούσιος', 'πολύς']"
εγώ,"['αντίληψη', 'αυτεπίγνωση', 'αυτοκριτική', 'αυτοέλεγχος', 'ευσυνειδησία', 'επίγνωση', 'αίσθηση', 'συνείδηση', 'συναίσθηση']"
αγώνας,"['αθλητική συνάντηση', 'εναντίωση', 'ανταγωνισμός', 'αντενέργεια', 'αντίπραξη', 'απόπειρα', 'μεγάλη προσπάθεια', 'μάχη', 'συναγωνισμός', 'άθληση', 'άμιλλα', 'πόλεμος']"
αγώνισμα,"['συναγωνισμός', 'άθλημα', 'άμιλλα', 'πάλη']"
αεί,"['αδιαλείπτως', 'αδιάκοπα', 'αείποτε', 'διαρκώς', 'ακατάπαυστα', 'διηνεκώς', 'αιωνίως', 'ανέκαθεν', 'εσαεί', 'ισόβια', 'οποτεδήποτε', 'συνεχώς', 'όποτε', 'παντοτινά', 'πάντοτε']"
αδίδακτος,"['αβάφτιστος', 'ακατατόπιστος', 'ακατήχητος', 'ανερμάτιστος', 'αμάθητος', 'αμύητος', 'αφώτιστος', 'βέβηλος', 'απληροφόρητος', 'άπειρος']"
αδίδαχτος,"['αγράμματος', 'ακατάρτιστος', 'αναλφάβητος', 'αμαθής', 'αμόρφωτος', 'απελέκητος', 'κουμπούρας', 'κούτσουρο', 'ξόανο']"
αβίαστα,"['αργά', 'ευχάριστα', 'κανονικά', 'φυσικά', 'άβιαστα', 'άκοπα', 'άνετα']"
αδίκημα,"['αμαρτία', 'ανομία', 'ανοσιούργημα', 'ανόμημα', 'αμάρτημα', 'ασέβημα', 'κρίμα', 'λάθος', 'σφάλμα', 'έγκλημα', 'παρανομία', 'παράπτωμα', 'πταίσμα']"
δείλι,"['δειλινό', 'απομεσήμερο', 'απόγεμα', 'απόγευμα', 'απόγιομα', 'κοντοβασίλεμα', 'μερέντι', 'πρόδειπνο']"
δείξη,"['δείξιμο', 'γνωμάτευση', 'σημείο', 'σημάδι', 'υποδήλωση', 'σήμα', 'ένδειξη']"
δείξιμο,"['δείξη', 'γνωμάτευση', 'σημείο', 'σημάδι', 'υποδήλωση', 'σήμα', 'ένδειξη']"
δαίμονας,"['δαιμόνιος', 'διάολος', 'ανοιχτομάτης', 'ευφυής', 'αφυπνισμένος', 'ατσίδα', 'μεγαλοφυής', 'οξύνους', 'νοήμονας', 'ξυπνητός', 'ξύπνιος', 'τετραπέρατος', 'σπιρτόζος', 'έξυπνος', 'πνευματώδης']"
αγίνωτος,"['ακατόρθωτος', 'ακάμωτος', 'ανεκτέλεστος', 'αμέστωτος', 'ανώριμος', 'αψώμωτος', 'άγουρος', 'άβραστος', 'άψητος']"
αείποτε,"['αδιαλείπτως', 'αδιάκοπα', 'αεί', 'διαρκώς', 'ακατάπαυστα', 'διηνεκώς', 'αιωνίως', 'ανέκαθεν', 'εσαεί', 'ισόβια', 'οποτεδήποτε', 'συνεχώς', 'όποτε', 'παντοτινά', 'πάντοτε']"
εγχείρημα,"['δοκιμή', 'απόπειρα', 'τεστ', 'τόλμημα', 'προσπάθεια']"
δαχτυλίδι,"['αρραβωνίσια', 'αρραβώνες', 'αρραβώνας', 'αρραβώνιασμα', 'βέρα', 'δέσμευση', 'καπάρωμα', 'κάπαρο', 'μνηστεία', 'μνήστευση', 'προκαταβολή']"
αγχόνη,"['βρόχος', 'απαγχονισμός', 'κρεμάλα', 'φούρκα', 'φούρκισμα']"
αγχίαλος,"['ακροθαλάσσιος', 'ακρόγιαλος', 'ακταίος', 'επάκτιος', 'παραθαλάσσιος', 'παραλιακός', 'παράλιος', 'παράκτιος']"
γη,"['ξηρά', 'στεριά', 'υποδιαίρεση στερεάς γης', 'ήπειρος', 'χέρσος']"
αηδιάζω,"['αντιπαθώ', 'αρνούμαι', 'απεχθάνομαι', 'αποκρούω', 'απορρίπτω', 'αποστρέφομαι', 'αποστέργω', 'αποποιούμαι', 'περιφρονώ']"
αηδόνι,"['γλυκόφωνος', 'εύγλωττος', 'ομιλητικός', 'φλύαρος']"
δηλοποιώ,"['δημοσιεύω', 'διαγγέλλω', 'διακηρύσσω', 'διακοινώνω', 'εκμυστηρεύομαι', 'αναγγέλλω', 'ανακοινώνω', 'γνωστοποιώ', 'κοινολογώ', 'κοινοποιώ']"
δηλοποίηση,"['αγγελία', 'διακήρυξη', 'αναγγελία', 'ανακοίνωση', 'γνωστοποίηση', 'κοινοποίηση', 'άγγελμα']"
δημηγορώ,"['αγορεύω', 'βγάζω λόγο', 'μιλώ', 'ρητορεύω']"
δημηγορία,"['αγόρευση', 'εκφώνηση λόγου', 'διάλεξη', 'λόγος', 'ομιλία']"
δημιουργικός,"['εφευρετικός', 'γυναικείος', 'γυναικώδης', 'γόνιμος', 'θηλυκός']"
δημιουργώ,"['γεννώ', 'εκπονώ', 'επινοώ', 'ιδρύω', 'κατασκευάζω', 'κάνω', 'μαστορεύω', 'φαμπρικάρω', 'φιλοτεχνώ', 'φτιάνω', 'συνθέτω', 'παράγω', 'πλαστουργώ', 'πλάθω', 'χτίζω']"
δημιουργία,"['ανακάλυψη', 'εξεύρημα', 'ανέλπιστο αγαθό', 'βρεσίδι', 'βρέμα', 'βρέσιμο', 'εφεύρεση', 'ευρεθέν', 'εύρημα', 'επινόημα', 'επινόηση', 'κελεπούρι', 'λαχείο']"
δημοσιεύω,"['δηλοποιώ', 'διαγγέλλω', 'διακηρύσσω', 'διακοινώνω', 'εκμυστηρεύομαι', 'αναγγέλλω', 'ανακοινώνω', 'γνωστοποιώ', 'κοινολογώ', 'κοινοποιώ']"
δημοσίευμα,"['εδάφιο', 'διάταξη', 'αρμός', 'κλείδωση', 'ρήτρα', 'συνακόλουθο ονομάτων', 'σύνδεσμος', 'σχόλιο', 'άρθρο', 'όρος']"
βια,"['αβασταγιά', 'βιασύνη', 'βιάση', 'ανυπομονησία', 'εσπευσμένη ενέργεια', 'βία', 'φούρια', 'σπουδή']"
αθεΐα,"['ανευλάβεια', 'ασέβεια', 'ασέβημα', 'απιστία', 'αψηφισιά', 'ιεροσυλία']"
διαβεβαίωση,"['βεβαίωση', 'απόδειξη', 'κατάδειξη', 'τεκμηρίωση', 'φανέρωμα', 'πιστοποιητικό']"
διαγγελέας,"['αγγελιοφόρος', 'εξάγγελος', 'απεσταλμένος', 'απόστολος', 'μαντατοφόρος', 'σύνδεσμος', 'άγγελος']"
βλαβερός,"['εγκληματίας', 'βλαπτικός', 'δολοφόνος', 'κακούργος', 'κακοποιός', 'κακοήθης', 'κλέφτης']"
διαγγέλλω,"['δηλοποιώ', 'δημοσιεύω', 'διακηρύσσω', 'διακοινώνω', 'εκμυστηρεύομαι', 'αναγγέλλω', 'ανακοινώνω', 'γνωστοποιώ', 'κοινολογώ', 'κοινοποιώ']"
διαβιβάζω,"['εκτοξεύω', 'εκπέμπω', 'αναθεματίζω', 'εμβάζω', 'εξαποστέλλω', 'αμολάρω', 'απευθύνω', 'επιστέλλω', 'αποστέλλω', 'αποπέμπω', 'ξαμολώ', 'μεταβιβάζω', 'ταχυδρομώ', 'στέλνω', 'πέμπω']"
ελεεινολογώ,"['δε λογαριάζω', 'δεν υπολογίζω', 'αψηφώ', 'καταφρονώ', 'οικτίρω', 'υποτιμώ', 'περηφανεύομαι', 'περιφρονώ', 'προπηλακίζω']"
ελεεινός,"['ειδεχθής', 'αντίξοος', 'ενάντιος', 'απαίσιος', 'επιζήμιος', 'εχθρικός', 'κακός', 'οικτρός', 'φαύλος', 'φρικαλέος', 'άσχημος']"
διαγκωνισμός,"['ανθρωποθάλασσα', 'ανθρωπομάνι', 'κοσμοσυρροή', 'κοσμοπλημμύρα', 'μερμήγκια', 'συμφόρηση', 'συνωστισμός', 'συνώθηση', 'στριμωξίδι', 'στρίμωγμα', 'ζούλα', 'πλακωσιά']"
διαγκωνίζομαι,"['αβαράρω', 'εξωθώ', 'αμπώθω', 'αμπώχνω', 'απομακρύνω', 'απωθώ', 'σκουντώ', 'στριμώχνω', 'σπρώχνω', 'ωθώ', 'παρακινώ', 'παρορμώ', 'παροτρύνω', 'προτρέπω', 'προωθώ']"
διαβιώ,"['εδρεύω', 'διαμένω', 'ενδιαιτώμαι', 'ενοικώ', 'κατοικώ', 'λημεριάζω', 'κουρνιάζω', 'μένω', 'φωλιάζω', 'ζω']"
διαβολιά,"['εφεύρημα', 'δόλος', 'επινόημα', 'κομπίνα', 'κόλπο', 'μανούβρα', 'μαϊτάπι', 'μάκενα', 'μπλόφα', 'σκάρωμα', 'τρυκ', 'φτιάξη', 'στρατήγημα', 'τέχνασμα', 'τέχνη']"
γιγαντιαίος,"['γιγάντιος', 'γίγαντας', 'θεριακωμένος', 'κολοσσιαίος', 'κυκλώπειος', 'μεγαλόσωμος', 'μέγιστος', 'τεράστιος', 'υπερμεγέθης', 'υπερφυσικός', 'ύψιστος', 'πελώριος']"
γιγαντόσωμος,"['Γολιάθ', 'γίγαντας', 'κολοσσός', 'τιτάνας', 'υπερφυσικός', 'υπεράνθρωπος']"
διαγωγή,"['αγωγή', 'διατροφή', 'διαπαιδαγώγηση', 'εκτροφή', 'διάπλαση', 'εκπαίδευση', 'ανατροφή', 'μόρφωση', 'ήθος']"
διαβάλλω,"['διασύρω', 'γλωσσοτρώγω', 'δυσφημώ', 'κακογλωσσεύω', 'κακολογώ', 'κακίζω', 'καταλαλώ', 'κατηγορώ', 'καυτηριάζω', 'κουτσομπολεύω', 'μέμφομαι', 'σουσουρεύω', 'στηλιτεύω', 'συκοφαντώ', 'ψέγω']"
διαβάθμιση,"['κλίμακα', 'σκαλοπάτια', 'σκάλα']"
διαγωνισμός,"['αγώνας', 'αναμέτρηση', 'αναρίθμηση', 'ανταγωνισμός', 'αντιμέτρηση', 'επανεκτίμηση', 'καταμέτρηση', 'ξαναμέτρημα', 'συναγωνισμός', 'στάθμιση', 'υπολογισμός', 'άμιλλα', 'ζύγισμα']"
διαγωνίζομαι,"['αγωνίζομαι', 'αθλούμαι', 'αμιλλώμαι', 'κοπιάζω', 'μάχομαι', 'συναγωνίζομαι', 'υποστηρίζω υπόθεση', 'παλεύω', 'πασχίζω', 'πολεμώ', 'προσπαθώ']"
διαβάζω,"['συμβουλεύομαι', 'ζητώ τα φώτα', 'παίρνω γνώμη']"
διαβάζω δυνατά,"['διατυπώνω κατηγορία', 'εκφράζω', 'απαγγέλλω']"
διαδίδεται,"['διαθρυλείται', 'θρυλείται', 'λέγεται', 'λένε', 'φημολογείται']"
διαδίδω,"['εγκαλώ', 'διαλύω συμφωνία', 'αναγγέλλω', 'αναφέρω', 'καταγγέλλω', 'καταδίδω', 'κατηγορώ', 'κηρύττω', 'μαντατεύω', 'μηνύω']"
ειδεχθής,"['ελεεινός', 'αντίξοος', 'ενάντιος', 'απαίσιος', 'επιζήμιος', 'εχθρικός', 'κακός', 'οικτρός', 'φαύλος', 'φρικαλέος', 'άσχημος']"
αλεηλάτητος,"['αδιαγούμιστος', 'αδιάρπαστος', 'αλαφυραγώγητος', 'αλήστευτος', 'ασκύλευτος', 'ασύλητος', 'απαραβίαστος']"
ελεημονητικός,"['ελεητικός', 'ελεήμονας', 'ευσπλαχνικός', 'εύσπλαχνος', 'καλόκαρδος', 'οικτίρμονας', 'τρυφερόκαρδος', 'πονεσιάρης', 'πονόκαρδος']"
ελεημοσύνη,"['αγαθοεργία', 'ευεργεσία', 'ευποιία', 'καλό', 'φιλανθρωπία']"
εκδημώ,"['εκπατρίζομαι', 'αποδημώ', 'ξενιτεύομαι', 'μεταναστεύω', 'μισεύω']"
ειδησεογραφία,"['αλληλογραφία', 'αμοιβαία σχέση', 'ανταπόδοση', 'ανταπόκριση', 'ανταπάντηση', 'αντιμίλημα', 'αντιστάθμιση', 'επαφή', 'επικοινωνία', 'επιμιξία', 'απάντηση']"
ελεητικός,"['ελεημονητικός', 'ελεήμονας', 'ευσπλαχνικός', 'εύσπλαχνος', 'καλόκαρδος', 'οικτίρμονας', 'τρυφερόκαρδος', 'πονεσιάρης', 'πονόκαρδος']"
διεκδικώ,"['δεν παραδέχομαι', 'διαφιλονικώ', 'διαφωνώ', 'διχογνωμώ', 'αμφιβάλλω', 'αμφισβητώ', 'αντιτίθεμαι']"
ακαθαρσία,"['αλουσιά', 'βρωμιά', 'ατσαλιά', 'απαστριά', 'απλυσιά', 'λασπιά', 'λασπουριά', 'λέρα', 'μαγαρισιά', 'μαγάρα', 'μουντζούρα', 'μίασμα', 'ρυπαρότητα', 'ρύπος', 'σκουπιδαριό']"
διεκδίκηση,"['αξίωση', 'απαίτηση', 'αίτημα', 'θέληση']"
ακαλαίσθητος,"['αντιαισθητικός', 'δυσαρμονικός', 'ασύμμετρος', 'απειρόκαλος', 'κακόγουστος', 'κακόθωρος', 'κακότεχνος', 'μπατάλικος', 'άγαρμπος', 'άγουστος', 'άκομψος', 'άνοστος', 'άτεχνος', 'άχαρος', 'χοντροκαμωμένος']"
διακηρύσσω,"['δηλοποιώ', 'δημοσιεύω', 'διαγγέλλω', 'διακοινώνω', 'εκμυστηρεύομαι', 'αναγγέλλω', 'ανακοινώνω', 'γνωστοποιώ', 'κοινολογώ', 'κοινοποιώ']"
ακαθησύχαστος,"['αγαλήνευτος', 'ακαλμάριστος', 'ακαταλάγιαστος', 'ακατασίγαστος', 'ακαταπράυντος', 'ανημέρευτος', 'αμέρευτος', 'αμέρωτος', 'ταραγμένος', 'φουρτουνιασμένος', 'τρικυμιώδης']"
ειδικευμένος τεχνίτης,"['δεξιοτέχνης', 'βιρτουόζος', 'ατσίδα', 'δάσκαλος', 'επιδέξιος', 'επιτήδειος', 'μαστοράτζα', 'ξεφτέρι', 'μαέστρος', 'μάστορας', 'μάστορης', 'τεχνουργός', 'φιλότεχνος', 'έμπειρος']"
εκδικιέμαι,"['βασανίζω', 'διώκω', 'ενοχοποιώ', 'απαισιοδοξώ', 'αποδοκιμάζω', 'καταδικάζω', 'τιμωρώ', 'τσεκουρώνω', 'συγυρίζω', 'παιδεύω', 'πλήττω', 'προδικάζω', 'προγράφω', 'προστιμάρω']"
ακαλλιέργητος,"['ανόργωτος', 'αζευγάριστος']"
ειδικός,"['εξαίρετος', 'γραμματέας', 'ατομικός', 'επιμελημένος', 'ιδιαίτερος', 'ιδιωτικός', 'ιδιάζων', 'μεμονωμένος', 'ξεχωρισμένος', 'ξεχωριστός', 'μονωμένος', 'ξέχωρος', 'φροντισμένος', 'προσωπικός', 'χωριστός']"
ακαλλώπιστος,"['ακατασκεύαστος', 'ακάμωτος', 'ανεκτέλεστος', 'ασυγύριστος', 'ατέλειωτος', 'άφτιαχτος']"
ακαθοδήγητος,"['αδασκάλευτος', 'ανοδήγητος', 'ανορμήνευτος', 'ανουθέτητος', 'ασυμβούλευτος']"
διαλογίζομαι,"['αναλογίζομαι', 'αναθυμάμαι', 'αναπολώ', 'λογαριάζω', 'θυμάμαι', 'ξανασυλλογιέμαι', 'μετρώ', 'σκέφτομαι', 'υπολογίζω']"
διακοινώνω,"['δηλοποιώ', 'δημοσιεύω', 'διαγγέλλω', 'διακηρύσσω', 'εκμυστηρεύομαι', 'αναγγέλλω', 'ανακοινώνω', 'γνωστοποιώ', 'κοινολογώ', 'κοινοποιώ']"
εθελοθυσία,"['αλληλεγγύη', 'αλτρουισμός', 'αυταπάρνηση', 'αυτοθυσία', 'φιλαλληλία', 'φιλανθρωπία']"
διακορεύω,"['γελοιοποιώ', 'βιάζω', 'εξευτελίζω', 'ατιμάζω', 'αποπλανώ', 'κατασπιλώνω', 'κηλιδώνω', 'ξεπαρθενεύω', 'ντροπιάζω', 'ρυπαίνω', 'στιγματίζω']"
διακοσμώ,"['διορθώνω', 'επισκευάζω', 'κανονίζω', 'ρεγουλάρω', 'τακτοποιώ', 'σιάζω', 'φτιάνω']"
ακαλμάριστος,"['αγαλήνευτος', 'ακαθησύχαστος', 'ακαταλάγιαστος', 'ακατασίγαστος', 'ακαταπράυντος', 'ανημέρευτος', 'αμέρευτος', 'αμέρωτος', 'ταραγμένος', 'φουρτουνιασμένος', 'τρικυμιώδης']"
διακριτικός,"['ευγενικός', 'ευγενής', 'καλός']"
διαθρυλείται,"['διαδίδεται', 'θρυλείται', 'λέγεται', 'λένε', 'φημολογείται']"
διαλάλημα,"['διάδοση', 'θρύλος', 'λόγος', 'μύθος', 'σπερμολογία', 'φήμη', 'άκουσμα']"
ακαλάιστος,"['αγροίκος', 'αγάνωτος', 'ακασσιτέρωτος', 'αναιδής', 'αμόρφωτος', 'ξετσίπωτος', 'τιποτένιος']"
ακαθόριστος,"['αβεβαίωτος', 'αβάσιμος', 'αβέβαιος', 'αθεμελίωτος', 'ανεδαφικός', 'αμαρτύρητος', 'ανυπόστατος', 'αμφίβολος', 'ασαφήνιστος', 'ασαφής', 'ασταθής', 'αστήριχτος', 'ασύστατος', 'άγνωστος', 'άστατος']"
ακαθάριστος,"['ακάθαρτος', 'αξελέκιαστος', 'αξεσκόνιστος', 'αξεπάστρευτος', 'βρωμιάρης', 'βρώμικος', 'αφιλτράριστος', 'ασκούπιστος', 'ασφουγγάριστος', 'λεκιασμένος', 'λερωμένος', 'λερός', 'μουντζουρωμένος', 'ρυπαρός', 'άπλυτος']"
γιαλός,"['αλμυρή', 'κυανό χρώμα', 'θάλασσα', 'ωκεανός', 'πόντος', 'πέλαγα', 'πέλαγος']"
βιγλάτορας,"['σκοπός', 'φρουρός', 'φύλακας', 'παρατηρητής']"
αλαλάζω,"['ενθουσιάζομαι', 'κραυγάζω', 'φωνάζω δυνατά']"
διαθέσιμος χρόνος,"['ευκαιρία', 'ατμόσφαιρα', 'εποχή', 'καιρός', 'κατάλληλος χρόνος', 'κλίμα', 'στιγμή', 'συνθήκες', 'άνεση', 'ωριμότητα', 'ζαμάνι', 'περιστάσεις', 'περίοδος', 'ώρα', 'χρονική περίοδος']"
διαλύω,"['διασκορπίζω', 'διασπείρω', 'διαχέω', 'εκπέμπω', 'αναδίνω', 'αποσυγκεντρώνω', 'κατακομματιάζω', 'σκορπώ', 'σκορπίζω']"
διαλύω συμφωνία,"['εγκαλώ', 'διαδίδω', 'αναγγέλλω', 'αναφέρω', 'καταγγέλλω', 'καταδίδω', 'κατηγορώ', 'κηρύττω', 'μαντατεύω', 'μηνύω']"
διακήρυξη,"['αγγελία', 'δηλοποίηση', 'αναγγελία', 'ανακοίνωση', 'γνωστοποίηση', 'κοινοποίηση', 'άγγελμα']"
βιγλίζω,"['αγναντεύω', 'βλέπω', 'αντικοιτώ', 'αντικρίζω', 'αντιθωρώ', 'ατενίζω', 'ξανοίγω', 'περισκοπώ']"
αθεμελίωτος,"['αβεβαίωτος', 'αβάσιμος', 'αβέβαιος', 'ακαθόριστος', 'ανεδαφικός', 'αμαρτύρητος', 'ανυπόστατος', 'αμφίβολος', 'ασαφήνιστος', 'ασαφής', 'ασταθής', 'αστήριχτος', 'ασύστατος', 'άγνωστος', 'άστατος']"
διαμελίζω,"['ασπαίρω', 'καταθλίβω', 'καταξεσχίζω', 'κατασπαράζω', 'κλαίω', 'κομματιάζω', 'οδύρομαι', 'σκίζω', 'σφαδάζω', 'σπαρταρώ', 'σπαράζω', 'πετσοκόβω', 'χτυπιέμαι']"
ακανθώδης,"['αγκαθερός', 'αγκαθιάρης', 'αγκαθωτός', 'αγκυλωτός']"
διαμοιρασμός,"['διανομή', 'διαίρεση', 'αναλόγηση', 'καταμερισμός', 'κατανομή', 'κληρουχία', 'μοιρασιά', 'μοίρασμα', 'χωρισμός']"
διανοούμαι,"['διαλογίζομαι', 'αναλογίζομαι', 'ετοιμάζω', 'λογιάζω', 'σκοπεύω', 'σκέπτομαι', 'συλλογιέμαι', 'συλλογίζομαι', 'στοχάζομαι', 'σχεδιάζω', 'προμελετώ', 'προτίθεμαι', 'προσχεδιάζω']"
διανομή,"['διαμοιρασμός', 'διαίρεση', 'αναλόγηση', 'καταμερισμός', 'κατανομή', 'κληρουχία', 'μοιρασιά', 'μοίρασμα', 'χωρισμός']"
διαμορφώνω,"['ανακατεύω', 'ζυμώνω', 'πλάθω']"
διανοίγω,"['διατείνω', 'εκτείνω', 'ανοίγω', 'εντείνω', 'απλώνω', 'κορδώνομαι', 'μεγαλώνω', 'ξαπλώνω', 'τεντώνομαι', 'τεντώνω', 'τανύζω', 'τεζάρω', 'τείνω', 'φουσκώνω', 'τσιτώνω']"
εκδορά,"['βαρεματιά', 'γδάρσιμο', 'αμυχή', 'λαβωματιά', 'τραύμα', 'έλκος', 'πληγή', 'πλήγμα', 'χτύπημα']"
γλεντοκόπος,"['διεφθαρμένος', 'ακόλαστος', 'ανήθικος', 'σκορπιστής', 'σκορποχέρης', 'σπάταλος', 'άσωτος', 'έκλυτος', 'πολυέξοδος']"
ακανόνιστος,"['αδιόρθωτος', 'ακατάστατος', 'ανοργάνωτος', 'ανώμαλος', 'ανήσυχος', 'ασυμμάζευτος', 'τσαπατσούλης', 'συρφετός', 'στίφος', 'άτακτος', 'άτσαλος', 'άστατος']"
διαμάχη,"['διαπληκτισμός', 'αλληλοφάγωμα', 'διένεξη', 'καβγάς', 'λογομαχία', 'μαλλιοτράβηγμα', 'μάλωμα', 'φιλονικία', 'τσακωμός', 'συμπλοκή', 'άρπαγμα', 'έριδα']"
διαμάχομαι,"['αναμετρώμαι', 'αμιλλώμαι', 'ανταγωνίζομαι', 'αντιβγαίνω', 'αντιμάχομαι', 'αντιπαλεύω', 'είμαι ισόπαλος', 'παραβγαίνω']"
διαμένω,"['εδρεύω', 'διαβιώ', 'ενδιαιτώμαι', 'ενοικώ', 'κατοικώ', 'λημεριάζω', 'κουρνιάζω', 'μένω', 'φωλιάζω', 'ζω']"
ειδοποιητήριο,"['αγγελτήριο', 'ειδοποίηση', 'γνωστοποίηση', 'άγγελμα']"
αλαμπουρνέζικος,"['ακατανόητος', 'διαφορετικός', 'εκκεντρικός', 'αλλιώτικος', 'αλλόκοτος', 'αξιοπερίεργος', 'ανάποδος', 'ασυνήθης', 'ασυνήθιστος', 'αφύσικος', 'ξενότροπος', 'μυστηριώδης', 'παράδοξος', 'παράξενος', 'περίεργος']"
ειδοποίηση,"['αγγελτήριο', 'ειδοποιητήριο', 'γνωστοποίηση', 'άγγελμα']"
αιδοίο,"['αγκαλιά', 'αγκάλη', 'εσοχή', 'βάθος', 'κολεός', 'κοιλότητα', 'κοίλωμα', 'κόλπος', 'κόλπωση', 'κόρφος', 'κύρτωμα', 'μυχός', 'στήθος', 'άνοιγμα', 'όρμος']"
εκδοχή,"['αντίληψη', 'γνώμη', 'ιδεολογία', 'θεωρία', 'θέα', 'θέση', 'οπτική', 'σκοπιά', 'φρόνημα', 'άποψη', 'έποψη', 'πεποίθηση', 'πλευρά', 'πρίσμα', 'πτυχή']"
αλαργεύω,"['εκτοπίζω', 'διώχνω', 'εξορίζω', 'αποκομίζω', 'αποκρούω', 'απολύω', 'απομακρύνω', 'αποσοβώ', 'αποσύρω', 'αποπέμπω', 'αποχετεύω', 'ξεμακραίνω', 'μετακινώ', 'μετατοπίζω', 'παύω']"
ακεραιότητα,"['γνησιότητα', 'ανόθευτο', 'αρτιότητα', 'άδολο', 'πληρότητα']"
διερευνώ,"['αναδιφώ', 'ανερευνώ', 'ανασκαλεύω', 'εξετάζω', 'ανιχνεύω', 'εξονυχίζω', 'ερευνώ', 'γυρεύω', 'ιχνηλατώ', 'μελετώ', 'ξεσκαλίζω', 'ζητώ', 'ψάχνω']"
διερεύνηση,"['διαίρεση', 'διαχωρισμός', 'διάλυση', 'ανάλυση', 'εξέταση', 'εξήγηση', 'απλοποίηση', 'έρευνα']"
ακαριαία,"['αμέσως', 'αυθωρεί', 'ευθύς', 'αυτοστιγμεί', 'μονοκοπανιά', 'μονομιάς', 'παρευθύς', 'παραχρήμα', 'πάραυτα']"
ακαριαίος,"['αιφνίδιος', 'αναπάντεχος', 'ξαφνικός', 'στιγμιαίος', 'σύντομος', 'άμεσος']"
διαρκώ,"['δε λυγίζω', 'εγκαρτερώ', 'βαστώ', 'διατηρούμαι', 'αντιστέκομαι', 'αντέχω', 'επαρκώ', 'επιβιώνω', 'φτάνω', 'έχω αντοχή']"
διαρκώς,['1']
διαρκής,"['αδιάλειπτος', 'αδιάκοπος', 'ακατάπαυστος', 'αιώνιος', 'αναμμένος', 'ανεξάλειπτος', 'ανεξίτηλος', 'αστείρευτος', 'ασίγαστος', 'φλογερός', 'άσβηστος', 'άφθαρτος', 'παντοτινός']"
διαρκώς,['1']
διαρμίζω,"['απομάσσω', 'καθαρίζω', 'σαρώνω', 'σκουπίζω', 'φροκαλώ', 'φροκαλίζω', 'παστρεύω']"
διαρρύθμιση,"['διευθέτηση', 'διάταξη', 'κατηγοριοποίηση', 'κατάταξη', 'τακτοποίηση', 'ταξινόμηση', 'τοποθέτηση', 'συγύρισμα', 'ένταξη']"
ακαρτέρητος,"['αδόκητος', 'αιφνίδιος', 'αναπάντεχος', 'ανέλπιστος', 'απροσδόκητος', 'απρόβλεπτος', 'απρόοπτος', 'απρόσμενος', 'ξαφνικός', 'άξαφνος']"
αθεράπευτος,"['ανεπανόρθωτος', 'ανήκεστος', 'ανίατος', 'καταστρεπτικός', 'φοβερός']"
ακαρπία,"['αγονία', 'ατοκία', 'αφορία', 'ασπερμία', 'στειρότητα']"
ακαταδεξία,"['αλαζονεία', 'καμάρωμα', 'κομπασμός', 'κόρδωμα', 'μεγαλαυχία', 'ξιπασιά', 'οίηση', 'φούσκωμα', 'υπεροψία', 'έπαρση', 'πόζα', 'ψευτοπερηφάνια']"
διαυγασμός,"['αποστάλαξη', 'απόσταξη', 'λαμπικάρισμα', 'καζάνιασμα', 'στάλαγμα', 'στάξιμο']"
ακαταδάμαστος,"['ακαταγώνιστος', 'ακαταμάχητος', 'ακατάβλητος', 'ανίκητος', 'δυσπολέμητος', 'αήττητος', 'άτρωτος']"
ακαταβύθιστος,"['αβούλιαχτος', 'αβύθιστος', 'ακαταπόντιστος', 'αφουντάριστος']"
ακαταγώνιστος,"['ακαταδάμαστος', 'ακαταμάχητος', 'ακατάβλητος', 'ανίκητος', 'δυσπολέμητος', 'αήττητος', 'άτρωτος']"
ακαταλαβίστικος,"['αδιανόητος', 'αλαμπουρνέζικος', 'ακατανόητος', 'ακατάληπτος', 'ανεξήγητος', 'ανερμήνευτος', 'γριφώδης', 'δυσεξήγητος', 'ασύλληπτος', 'ιερογλυφικός', 'κορακίστικος', 'μυστηριώδης', 'σιβυλλικός', 'σκοτεινός', 'πολύπλοκος']"
